Sentence_id,Text,Verdict,Cleaned
6814,You can keep your choice of doctor.,-1,keep choic doctor
6815,"We're going to work with your employer to lower the cost of your premiums by up to $2,500 a year.",-1,go work employ lower cost premium 2 500 year
6816,And we're going to do it by investing in prevention.,-1,go invest prevent
6817,We're going to do it by making sure that we use information technology so that medical records are actually on computers instead of you filling forms out in triplicate when you go to the hospital.,-1,go make sure use inform technolog medic record actual comput instead fill form triplic go hospit
6818,That will reduce medical errors and reduce costs.,1,reduc medic error reduc cost
6819,"If you don't have health insurance, you're going to be able to buy the same kind of insurance that Senator McCain and I enjoy as federal employees.",1,health insur go abl buy kind insur senat mccain enjoy feder employe
6820,"Because there's a huge pool, we can drop the costs.",-1,huge pool drop cost
6821,"And nobody will be excluded for pre-existing conditions, which is a huge problem.",-1,nobodi exclud pre exist condit huge problem
6822,"Now, Senator McCain has a different kind of approach.",0,senat mccain differ kind approach
6823,"He says that he's going to give you a $5,000 tax credit.",0,say go give 5 000 tax credit
6824,What he doesn't tell you is that he is going to tax your employer-based health care benefits for the first time ever.,1,tell go tax employ base health care benefit first time ever
6825,"So what one hand giveth, the other hand taketh away.",-1,one hand giveth hand taketh away
6826,He would also strip away the ability of states to provide some of the regulations on insurance companies to make sure you're not excluded for pre-existing conditions or your mammograms are covered or your maternity is covered.,-1,would also strip away abil state provid regul insur compani make sure exclud pre exist condit mammogram cover matern cover
6827,And that is fundamentally the wrong way to go.,-1,fundament wrong way go
6828,"In fact, just today business organizations like the United States Chamber of Commerce, which generally are pretty supportive of Republicans, said that this would lead to the unraveling of the employer-based health care system.",1,fact today busi organ like unit state chamber commerc gener pretti support republican said would lead unravel employ base health care system
6829,"That, I don't think, is the kind of change that we need.",-1,think kind chang need
6830,"We've got to have somebody who is fighting for patients and making sure that you get decent, affordable health care.",-1,got somebodi fight patient make sure get decent afford health care
6831,And that's something that I'm committed to doing as president.,-1,someth commit presid
6832,You really identified one of the really major challenges that America faces.,-1,realli identifi one realli major challeng america face
6833,"Co-payments go up, costs go up, skyrocketing costs, which make people less and less able to afford health insurance in America.",1,co payment go cost go skyrocket cost make peopl less less abl afford health insur america
6834,"Let's put health records online, that will reduce medical errors, as they call them.",-1,let us put health record onlin reduc medic error call
6835,Let's have community health centers.,-1,let us commun health center
6836,But what is at stake here in this health care issue is the fundamental difference between myself and Senator Obama.,-1,stake health care issu fundament differ senat obama
6837,"As you notice, he starts talking about government.",0,notic start talk govern
6838,"He starts saying, government will do this and government will do that, and then government will, and he'll impose mandates.",-1,start say govern govern govern impos mandat
6839,"If you're a small business person and you don't insure your employees, Senator Obama will fine you.",1,small busi person insur employe senat obama fine
6840,"If you're a parent and you're struggling to get health insurance for your children, Senator Obama will fine you.",1,parent struggl get health insur children senat obama fine
6841,"They can take it anywhere, across state lines.",-1,take anywher across state line
6842,Of course it's OK to go across state lines because in Arizona they may offer a better plan that suits you best than it does here in Tennessee.,-1,cours ok go across state line arizona may offer better plan suit best tennesse
6843,"And if you do the math, those people who have employer-based health benefits, if you put the tax on it and you have what's left over and you add $5,000 that you're going to get as a refundable tax credit, do the math, 95 percent of the American people will have increased funds to go out and buy the insurance of their choice and to shop around and to get -- all of those people will be covered except for those who have these gold-plated Cadillac kinds of policies.",1,math peopl employ base health benefit put tax left add 5 000 go get refund tax credit math 95 percent american peopl increas fund go buy insur choic shop around get peopl cover except gold plate cadillac kind polici
6844,"You know, like hair transplants, I might need one of those myself.",-1,know like hair transplant might need one
6845,Every parent I know would acquire health insurance for their children if they could.,-1,everi parent know would acquir health insur children could
6846,Obviously small business people want to give their employees health insurance.,-1,obvious small busi peopl want give employe health insur
6847,Of course they all want to do that.,-1,cours want
6848,"We can do it by giving them, as a start, a $5,000 refundable tax credit to go around and get the health insurance policy of their choice.",-1,give start 5 000 refund tax credit go around get health insur polici choic
6849,"I think it's a responsibility, in this respect, in that we should have available and affordable health care to every American citizen, to every family member.",-1,think respons respect avail afford health care everi american citizen everi famili member
6850,"And with the plan that -- that I have, that will do that.",-1,plan
6851,But government mandates I -- I'm always a little nervous about.,-1,govern mandat alway littl nervou
6852,But it is certainly my responsibility.,-1,certainli respons
6853,"It is certainly small-business people and others, and they understand that responsibility.",-1,certainli small busi peopl other understand respons
6854,"But they certainly are a little nervous when Senator Obama says, if you don't get the health care policy that I think you should have, then you're going to get fined.",-1,certainli littl nervou senat obama say get health care polici think go get fine
6855,"And, by the way, Senator Obama has never mentioned how much that fine might be.",1,way senat obama never mention much fine might
6856,Perhaps we might find that out tonight.,-1,perhap might find tonight
6857,"Well, why don't -- why don't -- let's talk about this, Tom, because there was just a lot of stuff out there.",-1,well let us talk tom lot stuff
6858,"Well, I think it should be a right for every American.",-1,well think right everi american
6859,"In a country as wealthy as ours, for us to have people who are going bankrupt because they can't pay their medical bills -- for my mother to die of cancer at the age of 53 and have to spend the last months of her life in the hospital room arguing with insurance companies because they're saying that this may be a pre-existing condition and they don't have to pay her treatment, there's something fundamentally wrong about that.",0,countri wealthi us peopl go bankrupt pay medic bill mother die cancer age 53 spend last month life hospit room argu insur compani say may pre exist condit pay treatment someth fundament wrong
6860,"And, Tom, I know that we're under time constraints, but Senator McCain through a lot of stuff out there.",-1,tom know time constraint senat mccain lot stuff
6861,"Number one, let me just repeat, if you've got a health care plan that you like, you can keep it.",1,number one let repeat got health care plan like keep
6862,You'll still have choice of doctor.,1,still choic doctor
6863,Small businesses are not going to have a mandate.,-1,small busi go mandat
6864,What we're going to give you is a 50 percent tax credit to help provide health care for those that you need.,-1,go give 50 percent tax credit help provid health care need
6865,"Now, it's true that I say that you are going to have to make sure that your child has health care, because children are relatively cheap to insure and we don't want them going to the emergency room for treatable illnesses like asthma.",-1,true say go make sure child health care children rel cheap insur want go emerg room treatabl ill like asthma
6866,"And when Senator McCain says that he wants to provide children health care, what he doesn't mention is he voted against the expansion of the Children's Health Insurance Program that is responsible for making sure that so many children who didn't have previously health insurance have it now.",1,senat mccain say want provid children health care mention vote expans children health insur program respons make sure mani children previous health insur
6867,"Now, the final point I'll make on this whole issue of government intrusion and mandates -- it is absolutely true that I think it is important for government to crack down on insurance companies that are cheating their customers, that don't give you the fine print, so you end up thinking that you're paying for something and, when you finally get sick and you need it, you're not getting it.",-1,final point make whole issu govern intrus mandat absolut true think import govern crack insur compani cheat custom give fine print end think pay someth final get sick need get
6868,"And the reason that it's a problem to go shopping state by state, you know what insurance companies will do?",-1,reason problem go shop state state know insur compani
6869,"They will find a state -- maybe Arizona, maybe another state -- where there are no requirements for you to get cancer screenings, where there are no requirements for you to have to get pre-existing conditions, and they will all set up shop there.",1,find state mayb arizona mayb anoth state requir get cancer screen requir get pre exist condit set shop
6870,That's how in banking it works.,-1,bank work
6871,"Everybody goes to Delaware, because they've got very -- pretty loose laws when it comes to things like credit cards.",1,everybodi goe delawar got pretti loos law come thing like credit card
6872,"And in that situation, what happens is, is that the protections you have, the consumer protections that you need, you're not going to have available to you.",-1,situat happen protect consum protect need go avail
6873,That is a fundamental difference that I have with Senator McCain.,-1,fundament differ senat mccain
6874,He believes in deregulation in every circumstance.,1,believ deregul everi circumst
6875,That's what we've been going through for the last eight years.,-1,go last eight year
6876,"It hasn't worked, and we need fundamental change.",-1,work need fundament chang
6877,I don't believe that -- did we hear the size of the fine?,-1,believ hear size fine
6878,"But having said that, America -- and we'll hear a lot of criticism.",-1,said america hear lot critic
6879,"I've heard a lot of criticism about America, and our national security policy, and all that, and much of that criticism is justified.",-1,heard lot critic america nation secur polici much critic justifi
6880,"But the fact is, America is the greatest force for good in the history of the world.",-1,fact america greatest forc good histori world
6881,"My friends, we have gone to all four corners of the Earth and shed American blood in defense, usually, of somebody else's freedom and our own.",0,friend gone four corner earth would american blood defens usual somebodi els freedom
6882,So we are peacemakers and we're peacekeepers.,-1,peacemak peacekeep
6883,"But the challenge is to know when the United States of American can beneficially effect the outcome of a crisis, when to go in and when not, when American military power is worth the expenditure of our most precious treasure.",-1,challeng know unit state american benefici effect outcom crisi go american militari power worth expenditur preciou treasur
6884,"And that question can only be answered by someone with the knowledge and experience and the judgment, the judgment to know when our national security is not only at risk, but where the United States of America can make a difference in preventing genocide, in preventing the spread of terrorism, in doing the things that the United States has done, not always well, but we've done because we're a nation of good.",-1,question answer someon knowledg experi judgment judgment know nation secur risk unit state america make differ prevent genocid prevent spread terror thing unit state done alway well done nation good
6885,"And I am convinced that my record, going back to my opposition from sending the Marines to Lebanon, to supporting our efforts in Kosovo and Bosnia and the first Gulf War, and my judgment, I think, is something that I'm -- a record that I'm willing to stand on.",1,convinc record go back opposit send marin lebanon support effort kosovo bosnia first gulf war judgment think someth record will stand
6886,Senator Obama was wrong about Iraq and the surge.,-1,senat obama wrong iraq surg
6887,He was wrong about Russia when they committed aggression against Georgia.,-1,wrong russia commit aggress georgia
6888,"And in his short career, he does not understand our national security challenges.",-1,short career understand nation secur challeng
6889,"We don't have time for on-the-job training, my friends.",-1,time job train friend
6890,There are some things I don't understand.,-1,thing understand
6891,"I don't understand how we ended up invading a country that had nothing to do with 9/11, while Osama Bin Laden and Al Qaeda are setting up base camps and safe havens to train terrorists to attack us.",1,understand end invad countri noth 9 11 osama bin laden al qaeda set base camp safe haven train terrorist attack us
6892,That was Senator McCain's judgment and it was the wrong judgment.,-1,senat mccain judgment wrong judgment
6893,"When Senator McCain was cheerleading the president to go into Iraq, he suggested it was going to be quick and easy, we'd be greeted as liberators.",1,senat mccain cheerlead presid go iraq suggest go quick easi would greet liber
6894,"That was the wrong judgment, and it's been costly to us.",-1,wrong judgment costli us
6895,"So one of the difficulties with Iraq is that it has put an enormous strain, first of all, on our troops, obviously, and they have performed heroically and honorably and we owe them an extraordinary debt of gratitude.",-1,one difficulti iraq put enorm strain first troop obvious perform heroic honor owe extraordinari debt gratitud
6896,But it's also put an enormous strain on our budget.,1,also put enorm strain budget
6897,"We're spending $10 billion a month in Iraq at a time when the Iraqis have a $79 billion surplus, $79 billion.",1,spend 10 billion month iraq time iraqi 79 billion surplu 79 billion
6898,"And we need that $10 billion a month here in the United States to put people back to work, to do all these wonderful things that Senator McCain suggested we should be doing, but has not yet explained how he would pay for.",1,need 10 billion month unit state put peopl back work wonder thing senat mccain suggest yet explain would pay
6899,"Now, Senator McCain and I do agree, this is the greatest nation on earth.",-1,senat mccain agre greatest nation earth
6900,We are a force of good in the world.,-1,forc good world
6901,But there has never been a nation in the history of the world that saw its economy decline and maintained its military superiority.,1,never nation histori world saw economi declin maintain militari superior
6902,"And the strains that have been placed on our alliances around the world and the respect that's been diminished over the last eight years has constrained us being able to act on something like the genocide in Darfur, because we don't have the resources or the allies to do everything that we should be doing.",1,strain place allianc around world respect diminish last eight year constrain us abl act someth like genocid darfur resourc alli everyth
6903,"That's going to change when I'm president, but we can't change it unless we fundamentally change Senator McCain's and George Bush's foreign policy.",-1,go chang presid chang unless fundament chang senat mccain georg bush foreign polici
6904,It has not worked for America.,-1,work america
6905,"If we could've stopped Rwanda, surely, if we had the ability, that would be something that we would have to strongly consider and act.",-1,could stop rwanda sure abil would someth would strongli consid act
6906,"So when genocide is happening, when ethnic cleansing is happening somewhere around the world and we stand idly by, that diminishes us.",-1,genocid happen ethnic cleans happen somewher around world stand idli diminish us
6907,But understand that there's a lot of cruelty around the world.,-1,understand lot cruelti around world
6908,We're not going to be able to be everywhere all the time.,-1,go abl everywher time
6909,That's why it's so important for us to be able to work in concert with our allies.,-1,import us abl work concert alli
6910,Let's take the example of Darfur just for a moment.,-1,let us take exampl darfur moment
6911,"We could be providing logistical support, setting up a no-fly zone at relatively little cost to us, but we can only do it if we can help mobilize the international community and lead.",-1,could provid logist support set fli zone rel littl cost us help mobil intern commun lead
6912,"If we had done what Senator Obama wanted done in Iraq, and that was set a date for withdrawal, which General Petraeus, our chief -- chairman of our Joint Chiefs of Staff said would be a very dangerous course to take for America, then we would have had a wider war, we would have been back, Iranian influence would have increased, al Qaeda would have re- established a base.",-1,done senat obama want done iraq set date withdraw gener petraeu chief chairman joint chief staff said would danger cours take america would wider war would back iranian influenc would increas al qaeda would establish base
6913,"There was a lot at stake there, my friends.",-1,lot stake friend
6914,And I can tell you right now that Senator Obama would have brought our troops home in defeat.,-1,tell right senat obama would brought troop home defeat
6915,I'll bring them home with victory and with honor and that is a fundamental difference.,-1,bring home victori honor fundament differ
6916,"The United States of America, Tom, is the greatest force for good, as I said.",-1,unit state america tom greatest forc good said
6917,That requires a cool hand at the tiller.,-1,requir cool hand tiller
6918,This requires a person who understands what our -- the limits of our capability are.,-1,requir person understand limit capabl
6919,"We went in to Somalia as a peacemaking organization, we ended up trying to be -- excuse me, as a peacekeeping organization, we ended up trying to be peacemakers and we ended up having to withdraw in humiliation.",0,went somalia peacemak organ end tri excus peacekeep organ end tri peacemak end withdraw humili
6920,"In Lebanon, I stood up to President Reagan, my hero, and said, if we send Marines in there, how can we possibly beneficially affect this situation?",0,lebanon stood presid reagan hero said send marin possibl benefici affect situat
6921,"Unfortunately, almost 300 brave young Marines were killed.",1,unfortun almost 300 brave young marin kill
6922,"So you have to temper your decisions with the ability to beneficially affect the situation and realize you're sending America's most precious asset, American blood, into harm's way.",-1,temper decis abil benefici affect situat realiz send america preciou asset american blood harm way
6923,"And, again, I know those situations.",-1,know situat
6924,I've been in them all my life.,0,life
6925,And I can tell you right now the security of your young men and women who are serving in the military are my first priority right after our nation's security.,-1,tell right secur young men women serv militari first prioriti right nation secur
6926,And I may have to make those tough decisions.,-1,may make tough decis
6927,But I won't take them lightly.,-1,take lightli
6928,"But we had also better be darn sure we don't leave and make the situation worse, thereby exacerbating our reputation and our ability to address crises in other parts of the world.",-1,also better darn sure leav make situat wors therebi exacerb reput abil address crise part world
6929,"Katie, it's a terrific question and we have a difficult situation in Pakistan.",-1,kati terrif question difficult situat pakistan
6930,I believe that part of the reason we have a difficult situation is because we made a bad judgment going into Iraq in the first place when we hadn't finished the job of hunting down bin Laden and crushing al Qaeda.,-1,believ part reason difficult situat made bad judgment go iraq first place finish job hunt bin laden crush al qaeda
6931,"So what happened was we got distracted, we diverted resources, and ultimately bin Laden escaped, set up base camps in the mountains of Pakistan in the northwest provinces there.",1,happen got distract divert resourc ultim bin laden escap set base camp mountain pakistan northwest provinc
6932,"They are now raiding our troops in Afghanistan, destabilizing the situation.",1,raid troop afghanistan destabil situat
6933,They're stronger now than at any time since 2001.,1,stronger time sinc 2001
6934,"And that's why I think it's so important for us to reverse course, because that's the central front on terrorism.",-1,think import us revers cours central front terror
6935,They are plotting to kill Americans right now.,1,plot kill american right
6936,"As Secretary Gates, the defense secretary, said, the war against terrorism began in that region and that's where it will end.",0,secretari gate defens secretari said war terror began region end
6937,"So part of the reason I think it's so important for us to end the war in Iraq is to be able to get more troops into Afghanistan, put more pressure on the Afghan government to do what it needs to do, eliminate some of the drug trafficking that's funding terrorism.",1,part reason think import us end war iraq abl get troop afghanistan put pressur afghan govern need elimin drug traffick fund terror
6938,But I do believe that we have to change our policies with Pakistan.,-1,believ chang polici pakistan
6939,"We can't coddle, as we did, a dictator, give him billions of dollars and then he's making peace treaties with the Taliban and militants.",1,coddl dictat give billion dollar make peac treati taliban milit
6940,"What I've said is we're going to encourage democracy in Pakistan, expand our nonmilitary aid to Pakistan so that they have more of a stake in working with us, but insisting that they go after these militants.",1,said go encourag democraci pakistan expand nonmilitari aid pakistan stake work us insist go milit
6941,We will kill bin Laden; we will crush Al Qaida.,-1,kill bin laden crush al qaida
6942,That has to be our biggest national security priority.,-1,biggest nation secur prioriti
6943,"Well, Katie (ph), thank you.",-1,well kati ph thank
6944,"You know, my hero is a guy named Teddy Roosevelt.",-1,know hero guy name teddi roosevelt
6945,"Teddy Roosevelt used to say walk softly -- talk softly, but carry a big stick.",0,teddi roosevelt use say walk softli talk softli carri big stick
6946,Senator Obama likes to talk loudly.,-1,senat obama like talk loudli
6947,"In fact, he said he wants to announce that he's going to attack Pakistan.",0,fact said want announc go attack pakistan
6948,"You know, if you are a country and you're trying to gain the support of another country, then you want to do everything you can that they would act in a cooperative fashion.",-1,know countri tri gain support anoth countri want everyth would act cooper fashion
6949,"When you announce that you're going to launch an attack into another country, it's pretty obvious that you have the effect that it had in Pakistan: It turns public opinion against us.",-1,announc go launch attack anoth countri pretti obviou effect pakistan turn public opinion us
6950,"Now, let me just go back with you very briefly.",-1,let go back briefli
6951,"We drove the Russians out with -- the Afghan freedom fighters drove the Russians out of Afghanistan, and then we made a most serious mistake.",1,drove russian afghan freedom fighter drove russian afghanistan made seriou mistak
6952,We washed our hands of Afghanistan.,-1,wash hand afghanistan
6953,"The Taliban came back in, Al Qaida, we then had the situation that required us to conduct the Afghan war.",1,taliban came back al qaida situat requir us conduct afghan war
6954,"Now, our relations with Pakistan are critical, because the border areas are being used as safe havens by the Taliban and Al Qaida and other extremist organizations, and we have to get their support.",1,relat pakistan critic border area use safe haven taliban al qaida extremist organ get support
6955,"Now, General Petraeus had a strategy, the same strategy -- very, very different, because of the conditions and the situation -- but the same fundamental strategy that succeeded in Iraq.",-1,gener petraeu strategi strategi differ condit situat fundament strategi succeed iraq
6956,"We need to help the Pakistani government go into Waziristan, where I visited, a very rough country, and -- and get the support of the people, and get them to work with us and turn against the cruel Taliban and others.",0,need help pakistani govern go waziristan visit rough countri get support peopl get work us turn cruel taliban other
6957,... just a quick follow-up on this.,-1,quick follow
6958,"If we're going to have follow-ups, then I will want follow-ups, as well.",-1,go follow up want follow up well
6959,It'd be fine with me.,-1,would fine
6960,It'd be fine with me.,-1,would fine
6961,"Just -- just -- just a quick follow-up, because I think -- I think this is important.",-1,quick follow think think import
6962,"You're doing a great job, Tom.",-1,great job tom
6963,"Look, I -- I want to be very clear about what I said.",-1,look want clear said
6964,Nobody called for the invasion of Pakistan.,-1,nobodi call invas pakistan
6965,Senator McCain continues to repeat this.,0,senat mccain continu repeat
6966,"What I said was the same thing that the audience here today heard me say, which is, if Pakistan is unable or unwilling to hunt down bin Laden and take him out, then we should.",1,said thing audienc today heard say pakistan unabl unwil hunt bin laden take
6967,"Now, that I think has to be our policy, because they are threatening to kill more Americans.",0,think polici threaten kill american
6968,"Now, Senator McCain suggests that somehow, you know, I'm green behind the ears and, you know, I'm just spouting off, and he's somber and responsible.",-1,senat mccain suggest somehow know green behind ear know spout somber respons
6969,"Senator McCain, this is the guy who sang, ""Bomb, bomb, bomb Iran,"" who called for the annihilation of North Korea.",0,senat mccain guy sang bomb bomb bomb iran call annihil north korea
6970,"That I don't think is an example of ""speaking softly.""",-1,think exampl speak softli
6971,"This is the person who, after we had -- we hadn't even finished Afghanistan, where he said, ""Next up, Baghdad.""",1,person even finish afghanistan said next baghdad
6972,So I agree that we have to speak responsibly and we have to act responsibly.,-1,agre speak respons act respons
6973,"And the reason Pakistan -- the popular opinion of America had diminished in Pakistan was because we were supporting a dictator, Musharraf, had given him $10 billion over seven years, and he had suspended civil liberties.",1,reason pakistan popular opinion america diminish pakistan support dictat musharraf given 10 billion seven year suspend civil liberti
6974,We were not promoting democracy.,-1,promot democraci
6975,"This is the kind of policies that ultimately end up undermining our ability to fight the war on terrorism, and it will change when I'm president.",1,kind polici ultim end undermin abil fight war terror chang presid
6976,"And, Tom, if -- if we're going to go back and forth, I then -- I'd like to have equal time to go -- to respond to...",-1,tom go go back forth would like equal time go respond
6977,... to -- to -- to...,-1,
6978,"I have, obviously, supported those efforts that the United States had to go in militarily and I have opposed that I didn't think so.",1,obvious support effort unit state go militarili oppos think
6979,I understand what it's like to send young American's in harm's way.,-1,understand like send young american harm way
6980,I say -- I was joking with a veteran -- I hate to even go into this.,-1,say joke veteran hate even go
6981,"I was joking with an old veteran friend, who joked with me, about Iran.",-1,joke old veteran friend joke iran
6982,But the point is that I know how to handle these crises.,-1,point know handl crise
6983,"And Senator Obama, by saying that he would attack Pakistan, look at the context of his words.",-1,senat obama say would attack pakistan look context word
6984,"I'll get Osama bin Laden, my friends.",-1,get osama bin laden friend
6985,I know how to get him.,-1,know get
6986,I'll get him no matter what and I know how to do it.,-1,get matter know
6987,"But I'm not going to telegraph my punches, which is what Senator Obama did.",0,go telegraph punch senat obama
6988,"And I'm going to act responsibly, as I have acted responsibly throughout my military career and throughout my career in the United States Senate.",-1,go act respons act respons throughout militari career throughout career unit state senat
6989,"And we have fundamental disagreements about the use of military power and how you do it, and you just saw it in response to previous questions.",-1,fundament disagr use militari power saw respons previou question
6990,"General McKiernan, the commander in Afghanistan right now, is desperate for more help, because our bases and outposts are now targets for more aggressive Afghan -- Taliban offenses.",1,gener mckiernan command afghanistan right desper help base outpost target aggress afghan taliban offens
6991,"We're also going to have to work with the Karzai government, and when I met with President Karzai, I was very clear that, ""You are going to have to do better by your people in order for us to gain the popular support that's necessary.""",0,also go work karzai govern met presid karzai clear go better peopl order us gain popular support necessari
6992,I don't think he has to be a dictator.,-1,think dictat
6993,"But we have to have a government that is responsive to the Afghan people, and, frankly, it's just not responsive right now.",-1,govern respons afghan peopl frankli respons right
6994,"General Petraeus has just taken over a position of responsibility, where he has the command and will really set the tone for the strategy and tactics that are used.",0,gener petraeu taken posit respons command realli set tone strategi tactic use
6995,It is the same overall strategy.,-1,overal strategi
6996,"Of course, we have to do some things tactically, some of which Senator Obama is correct on.",-1,cours thing tactic senat obama correct
6997,We have to double the size of the Afghan army.,-1,doubl size afghan armi
6998,We have to work much more closely with the Pakistanis.,-1,work much close pakistani
6999,"But most importantly, we have to have the same strategy, which Senator Obama said wouldn't work, couldn't work, still fails to admit that he was wrong about Iraq.",0,importantli strategi senat obama said would work could work still fail admit wrong iraq
7000,"He still will not admit that he was wrong about the strategy of the surge in Iraq, and that's the same kind of strategy of go out and secure and hold and allow people to live normal lives.",-1,still admit wrong strategi surg iraq kind strategi go secur hold allow peopl live normal live
7001,"And once they feel secure, then they lead normal, social, economic, political lives, the same thing that's happening in Iraq today.",1,feel secur lead normal social econom polit live thing happen iraq today
7002,"So I have confidence that General Petraeus, working with the Pakistanis, working with the Afghans, doing the same job that he did in Iraq, will again.",-1,confid gener petraeu work pakistani work afghan job iraq
7003,"First of all, as I say, I don't think that -- we're not going to have another Cold War with Russia.",-1,first say think go anoth cold war russia
7004,"But have no doubt that Russia's behavior is certainly outside the norms of behavior that we would expect for nations which are very wealthy, as Russia has become, because of their petro dollars.",-1,doubt russia behavior certainli outsid norm behavior would expect nation wealthi russia becom petro dollar
7005,"Now, long ago, I warned about Vladimir Putin.",0,long ago warn vladimir putin
7006,"I said I looked into his eyes and saw three letters, a K, a G and a B.",-1,said look eye saw three letter k g b
7007,He has surrounded himself with former KGB apparatchiks.,0,surround former kgb apparatchik
7008,"He has gradually repressed most of the liberties that we would expect for nations to observe, and he has exhibited most aggressive behavior, obviously, in Georgia.",-1,gradual repress liberti would expect nation observ exhibit aggress behavior obvious georgia
7009,"I said before, watch Ukraine.",0,said watch ukrain
7010,"Ukraine, right now, is in the sights of Vladimir Putin, those that want to reassemble the old Soviet Union.",-1,ukrain right sight vladimir putin want reassembl old soviet union
7011,We've got to show moral support for Georgia.,-1,got show moral support georgia
7012,We've got to show moral support for Ukraine.,-1,got show moral support ukrain
7013,We've got to advocate for their membership in NATO.,-1,got advoc membership nato
7014,"We have to make the Russians understand that there are penalties for these this kind of behavior, this kind of naked aggression into Georgia, a tiny country and a tiny democracy.",-1,make russian understand penalti kind behavior kind nake aggress georgia tini countri tini democraci
7015,"And so, of course we want to bring international pressures to bear on Russia in hopes that that will modify and eventually change their behavior.",-1,cours want bring intern pressur bear russia hope modifi eventu chang behavior
7016,"Now, the G-8 is one of those, but there are many others.",0,g 8 one mani other
7017,"It will not be a re-ignition of the Cold War, but Russia is a challenge.",-1,ignit cold war russia challeng
7018,"Well, the resurgence of Russia is one of the central issues that we're going to have to deal with in the next presidency.",-1,well resurg russia one central issu go deal next presid
7019,We've got to provide moral support to the Poles and Estonia and Latvia and all of the nations that were former Soviet satellites.,-1,got provid moral support pole estonia latvia nation former soviet satellit
7020,But we've also got to provide them with financial and concrete assistance to help rebuild their economies.,-1,also got provid financi concret assist help rebuild economi
7021,Georgia in particular is now on the brink of enormous economic challenges.,-1,georgia particular brink enorm econom challeng
7022,And some say that that's what Putin intended in the first place.,-1,say putin intend first place
7023,We've got to anticipate some of these problems ahead of time.,-1,got anticip problem ahead time
7024,"You know, back in April, I put out a statement saying that the situation in Georgia was unsustainable because you had Russian peacekeepers in these territories that were under dispute.",1,know back april put statement say situat georgia unsustain russian peacekeep territori disput
7025,"And you knew that if the Russians themselves were trying to obtain some of these territories or push back against Georgia, that that was not a stable situation.",-1,knew russian tri obtain territori push back georgia stabl situat
7026,"So part of the job of the next commander-in-chief, in keeping all of you safe, is making sure that we can see some of the 21st Century challenges and anticipate them before they happen.",-1,part job next command chief keep safe make sure see 21st centuri challeng anticip happen
7027,We haven't been doing enough of that.,-1,enough
7028,We tend to be reactive.,-1,tend reactiv
7029,That's what we've been doing over the last eight years and that has actually made us more safe.,1,last eight year actual made us safe
7030,"That's part of what happened in Afghanistan, where we rushed into Iraq and Senator McCain and President Bush suggested that it wasn't that important to catch bin Laden right now and that we could muddle through, and that has cost us dearly.",1,part happen afghanistan rush iraq senat mccain presid bush suggest import catch bin laden right could muddl cost us dearli
7031,We've got to be much more strategic if we're going to be able to deal with all of the challenges that we face out there.,-1,got much strateg go abl deal challeng face
7032,And one last point I want to make about Russia.,-1,one last point want make russia
7033,Energy is going to be key in dealing with Russia.,-1,energi go key deal russia
7034,"If we can reduce our energy consumption, that reduces the amount of petro dollars that they have to make mischief around the world.",-1,reduc energi consumpt reduc amount petro dollar make mischief around world
7035,That will strengthen us and weaken them when it comes to issues like Georgia.,-1,strengthen us weaken come issu like georgia
7036,I think they've engaged in an evil behavior and I think that it is important that we understand they're not the old Soviet Union but they still have nationalist impulses that I think are very dangerous.,-1,think engag evil behavior think import understand old soviet union still nationalist impuls think danger
7037,Depends on how we respond to Russia and it depends on a lot of things.,-1,depend respond russia depend lot thing
7038,"If I say yes, then that means that we're reigniting the old Cold War.",-1,say ye mean reignit old cold war
7039,"If I say no, it ignores their behavior.",-1,say ignor behavior
7040,"Obviously energy is going to be a big, big factor.",-1,obvious energi go big big factor
7041,And that's one of the reasons why it's in our interest.,-1,one reason interest
7042,"But the Russians, I think we can deal with them but they've got to understand that they're facing a very firm and determined United States of America that will defend our interests and that of other countries in the world.",-1,russian think deal got understand face firm determin unit state america defend interest countri world
7043,"I want to say, everything I ever learned about leadership I learned from a chief petty officer.",0,want say everyth ever learn leadership learn chief petti offic
7044,"And I thank you, and I thank you, my friend.",-1,thank thank friend
7045,Let -- let -- let me say that we obviously would not wait for the United Nations Security Council.,-1,let let let say obvious would wait unit nation secur council
7046,I think the realities are that both Russia and China would probably pose significant obstacles.,-1,think realiti russia china would probabl pose signific obstacl
7047,"And our challenge right now is the Iranians continue on the path to acquiring nuclear weapons, and it's a great threat.",1,challeng right iranian continu path acquir nuclear weapon great threat
7048,It's not just a threat -- threat to the state of Israel.,-1,threat threat state israel
7049,It's a threat to the stability of the entire Middle East.,-1,threat stabil entir middl east
7050,"If Iran acquires nuclear weapons, all the other countries will acquire them, too.",-1,iran acquir nuclear weapon countri acquir
7051,The tensions will be ratcheted up.,-1,tension ratchet
7052,"What would you do if you were the Israelis and the president of a country says that they are -- they are determined to wipe you off the map, calls your country a stinking corpse?",-1,would isra presid countri say determin wipe map call countri stink corps
7053,"Now, Senator Obama without precondition wants to sit down and negotiate with them, without preconditions.",-1,senat obama without precondit want sit negoti without precondit
7054,"That's what he stated, again, a matter of record.",1,state matter record
7055,"I want to make sure that the Iranians are put enough -- that we put enough pressure on the Iranians by joining with our allies, imposing significant, tough sanctions to modify their behavior.",-1,want make sure iranian put enough put enough pressur iranian join alli impos signific tough sanction modifi behavior
