Sentence_id,Text,Verdict
6542,We've got to help the middle class.,-1
6543,"And we've -- you know, Senator McCain and I have some fundamental disagreements on the economy, starting with Senator McCain's statement earlier that he thought the fundamentals of the economy were sound.",1
6544,"Part of the problem here is that for many of you, wages and incomes have flat-lined.",-1
6545,"For many of you, it is getting harder and harder to save, harder and harder to retire.",-1
6546,But underlying that is loss of jobs and loss of income.,-1
6547,That's something that the next treasury secretary is going to have to work on.,-1
6548,"Well, thank you, Oliver, and that's an excellent question, because as you just described it, bailout, when I believe that it's rescue, because -- because of the greed and excess in Washington and Wall Street, Main Street was paying a very heavy price, and we know that.",1
6549,"I left my campaign and suspended it to go back to Washington to make sure that there were additional protections for the taxpayer in the form of good oversight, in the form of taxpayers being the first to be paid back when our economy recovers -- and it will recover -- and a number of other measures.",0
6550,"But you know, one of the real catalysts, really the match that lit this fire was Fannie Mae and Freddie Mac.",-1
6551,"I'll bet you, you may never even have heard of them before this crisis.",-1
6552,"But you know, they're the ones that, with the encouragement of Senator Obama and his cronies and his friends in Washington, that went out and made all these risky loans, gave them to people that could never afford to pay back.",1
6553,"And you know, there were some of us that stood up two years ago and said we've got to enact legislation to fix this.",0
6554,We've got to stop this greed and excess.,-1
6555,"Meanwhile, the Democrats in the Senate and some -- and some members of Congress defended what Fannie and Freddie were doing.",0
6556,"Meanwhile, they were getting all kinds of money in campaign contributions.",0
6557,Senator Obama was the second highest recipient of Fannie Mae and Freddie Mac money in history -- in history.,1
6558,"So this rescue package means that we will stabilize markets, we will shore up these institutions.",-1
6559,"That's why we're going to have to go out into the housing market and we're going to have to buy up these bad loans and we're going to have to stabilize home values, and that way, Americans, like Alan, can realize the American dream and stay in their home.",-1
6560,"But Fannie and Freddie were the catalysts, the match that started this forest fire.",-1
6561,There were some of us -- there were some of us that stood up against it.,1
6562,There were others who took a hike.,0
6563,"Well, Oliver, first, let me tell you what's in the rescue package for you.",-1
6564,"Right now, the credit markets are frozen up and what that means, as a practical matter, is that small businesses and some large businesses just can't get loans.",1
6565,"If they can't get a loan, that means that they can't make payroll.",-1
6566,"If they can't make payroll, then they may end up having to shut their doors and lay people off.",-1
6567,"And if you imagine just one company trying to deal with that, now imagine a million companies all across the country.",-1
6568,"So it could end up having an adverse effect on everybody, and that's why we had to take action.",-1
6569,But we shouldn't have been there in the first place.,-1
6570,"Now, I've got to correct a little bit of Senator McCain's history, not surprisingly.",-1
6571,"Let's, first of all, understand that the biggest problem in this whole process was the deregulation of the financial system.",-1
6572,"Senator McCain, as recently as March, bragged about the fact that he is a deregulator.",1
6573,"On the other hand, two years ago, I said that we've got a sub-prime lending crisis that has to be dealt with.",1
6574,"I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke, and told them this is something we have to deal with, and nobody did anything about it.",1
6575,"A year ago, I went to Wall Street and said we've got to reregulate, and nothing happened.",1
6576,And Senator McCain during that period said that we should keep on deregulating because that's how the free enterprise system works.,1
6577,He jumped on it a year after it had been introduced and it never got passed.,1
6578,And I never promoted Fannie Mae.,1
6579,"In fact, Senator McCain's campaign chairman's firm was a lobbyist on behalf of Fannie Mae, not me.",0
6580,"So -- but, look, you're not interested in hearing politicians pointing fingers.",-1
6581,"What you're interested in is trying to figure out, how is this going to impact you?",-1
6582,This is not the end of the process; this is the beginning of the process.,-1
6583,And that's why it's going to be so important for us to work with homeowners to make sure that they can stay in their homes.,-1
6584,"The secretary already has the power to do that in the rescue package, but it hasn't been exercised yet.",1
6585,"And the next president has to make sure that the next Treasury secretary is thinking about how to strengthen you as a home buyer, you as a homeowner, and not simply think about bailing out banks on Wall Street.",-1
6586,"No, I am confident about the American economy.",-1
6587,But we are going to have to have some leadership from Washington that not only sets out much better regulations for the financial system.,-1
6588,"The problem is we still have a archaic, 20th-century regulatory system for 21st-century financial markets.",0
6589,We're going to have to coordinate with other countries to make sure that whatever actions we take work.,-1
6590,"But most importantly, we're going to have to help ordinary families be able to stay in their homes, make sure that they can pay their bills, deal with critical issues like health care and energy, and we're going to have to change the culture in Washington so that lobbyists and special interests aren't driving the process and your voices aren't being drowned out.",-1
6591,"I think if we act effectively, if we stabilize the housing market -- which I believe we can, if we go out and buy up these bad loans, so that people can have a new mortgage at the new value of their home -- I think if we get rid of the cronyism and special interest influence in Washington so we can act more effectively.",-1
6592,"My friend, I'd like you to see the letter that a group of senators and I wrote warning exactly of this crisis.",-1
6593,Senator Obama's name was not on that letter.,1
6594,The point is -- the point is that we can fix our economy.,-1
6595,They're the fundamental aspect of America's economy.,-1
6596,They're the best -- they're most -- have best -- we're the best exporters.,-1
6597,They are the best workers in the world.,-1
6598,And they are the innocent bystanders here in what is the biggest financial crisis and challenge of our time.,1
6599,"Well, look, I understand your frustration and your cynicism, because while you've been carrying out your responsibilities -- most of the people here, you've got a family budget.",-1
6600,"If less money is coming in, you end up making cuts.",-1
6601,Maybe you put off buying a new car.,-1
6602,That's not what happens in Washington.,-1
6603,There is a lot of blame to go around.,-1
6604,But I think it's important just to remember a little bit of history.,-1
6605,"When George Bush came into office, we had surpluses.",1
6606,And now we have half-a-trillion-dollar deficit annually.,1
6607,It's now over $10 trillion.,1
6608,And Senator McCain voted for four out of five of those George Bush budgets.,1
6609,I'm going to spend some money on the key issues that we've got to work on.,-1
6610,"You know, you may have seen your health care premiums go up.",-1
6611,We've got to reform health care to help you and your budget.,-1
6612,We are going to have to deal with energy because we can't keep on borrowing from the Chinese and sending money to Saudi Arabia.,-1
6613,We've got to have a different energy plan.,-1
6614,We've got to invest in college affordability.,-1
6615,"So we're going to have to make some investments, but we've also got to make spending cuts.",-1
6616,"And what I've proposed, you'll hear Senator McCain say, well, he's proposing a whole bunch of new spending, but actually I'm cutting more than I'm spending so that it will be a net spending cut.",1
6617,"The key is whether or not we've got priorities that are working for you as opposed to those who have been dictating the policy in Washington lately, and that's mostly lobbyists and special interests.",1
6618,We've got to put an end to that.,-1
6619,"Well, Theresa (ph), thank you.",-1
6620,"And I can see why you feel that cynicism and mistrust, because the system in Washington is broken.",-1
6621,And I have been a consistent reformer.,1
6622,"I have advocated and taken on the special interests, whether they be the big money people by reaching across the aisle and working with Senator Feingold on campaign finance reform, whether it being a variety of other issues, working with Senator Lieberman on trying to address climate change.",0
6623,I have a clear record of bipartisanship.,1
6624,The situation today cries out for bipartisanship.,-1
6625,And so let's look at our records as well as our rhetoric.,-1
6626,That's really part of your mistrust here.,-1
6627,"And now I suggest that maybe you go to some of these organizations that are the watchdogs of what we do, like the Citizens Against Government Waste or the National Taxpayers Union or these other organizations that watch us all the time.",0
6628,And you know what you'll find?,-1
6629,This is the most liberal big-spending record in the United States Senate.,1
6630,I have fought against excessive spending and outrages.,1
6631,I have fought to reduce the earmarks and eliminate them.,1
6632,Do you know that Senator Obama has voted for -- is proposing $860 billion of new spending now?,1
6633,Do you know that he voted for every increase in spending that I saw come across the floor of the United States Senate while we were working to eliminate these pork barrel earmarks?,1
6634,"He voted for nearly a billion dollars in pork barrel earmark projects, including, by the way, $3 million for an overhead projector at a planetarium in Chicago, Illinois.",1
6635,"My friends, do we need to spend that kind of money?",-1
6636,I think you have to look at my record and you have to look at his.,-1
6637,"Then you have to look at our proposals for our economy, not $860 billion in new spending, but for the kinds of reforms that keep people in their jobs, get middle-income Americans working again, and getting our economy moving again.",-1
6638,"You're going to be examining our proposals tonight and in the future, and energy independence is a way to do that, is one of them.",-1
6639,And drilling offshore and nuclear power are two vital elements of that.,-1
6640,"And I've been supporting those and I know how to fix this economy, and eliminate our dependence on foreign oil, and stop sending $700 billion a year overseas.",1
6641,The three priorities were health...,-1
6642,"I think you can work on all three at once, Tom.",-1
6643,"My friends, we are not going to be able to provide the same benefit for present-day workers that we are going -- that present-day retirees have today.",-1
6644,"We're going to have to sit down across the table, Republican and Democrat, as we did in 1983 between Ronald Reagan and Tip O'Neill.",0
6645,I know how to do that.,-1
6646,"I have a clear record of reaching across the aisle, whether it be Joe Lieberman or Russ Feingold or Ted Kennedy or others.",1
6647,We can work on nuclear power plants.,-1
6648,"Build a whole bunch of them, create millions of new jobs.",-1
6649,"We have to have all of the above, alternative fuels, wind, tide, solar, natural gas, clean coal technology.",-1
6650,All of these things we can do as Americans and we can take on this mission and we can overcome it.,-1
6651,"My friends, some of this $700 billion ends up in the hands of terrorist organizations.",1
6652,"As far as health care is concerned, obviously, everyone is struggling to make sure that they can afford their premiums and that they can have affordable and available health care.",-1
6653,But we can do them all at once.,-1
6654,There's no -- and we have to do them all at once.,-1
6655,All three you mentioned are compelling national security requirements.,-1
6656,"We're going to have to prioritize, just like a family has to prioritize.",-1
6657,"Now, I've listed the things that I think have to be at the top of the list.",-1
6658,"Energy we have to deal with today, because you're paying $3.80 here in Nashville for gasoline, and it could go up.",1
6659,"And it's a strain on your family budget, but it's also bad for our national security, because countries like Russia and Venezuela and, you know, in some cases, countries like Iran, are benefiting from higher oil prices.",1
6660,That's why I've called for an investment of $15 billion a year over 10 years.,1
6661,"Our goal should be, in 10 year's time, we are free of dependence on Middle Eastern oil.",-1
6662,"Now, when JFK said we're going to the Moon in 10 years, nobody was sure how to do it, but we understood that, if the American people make a decision to do something, it gets done.",0
6663,"Health care is priority number two, because that broken health care system is bad not only for families, but it's making our businesses less competitive.",1
6664,"And, number three, we've got to deal with education so that our young people are competitive in a global economy.",-1
6665,"But just one point I want to make, Tom.",-1
6666,Senator McCain mentioned looking at our records.,0
6667,Senator McCain likes to talk about earmarks a lot.,0
6668,"I want to go line by line through every item in the federal budget and eliminate programs that don't work and make sure that those that do work, work better and cheaper.",-1
6669,But understand this: We also have to look at where some of our tax revenues are going.,-1
6670,"So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he's going to give to big corporations, including big oil companies, $4 billion worth, that's money out of the system.",1
6671,And so we've got to prioritize both our spending side and our tax policies to make sure that they're working for you.,-1
6672,I first proposed a long time ago that we would have to examine every agency and every bureaucracy of government.,1
6673,And we're going to have to eliminate those that aren't working.,-1
6674,I know a lot of them that aren't working.,0
6675,"One of them is in defense spending, because I've taken on some of the defense contractors.",-1
6676,I saved the taxpayers $6.8 billion in a deal for an Air Force tanker that was done in a corrupt fashion.,1
6677,"And sometimes those projects, not -- not the overhead projector that Senator Obama asked for, but some of them that are really good projects, will have -- will have to be eliminated, as well.",-1
6678,And they'll have to undergo the same scrutiny that all projects should in competition with others.,-1
6679,So we're going to have to tell the American people that spending is going to have to be cut in America.,-1
6680,"And I recommend a spending freeze that -- except for defense, Veterans Affairs, and some other vital programs, we'll just have to have across-the-board freeze.",-1
6681,"And some of those programs may not grow as much as we would like for them to, but we can establish priorities with full transparency, with full knowledge of the American people, and full consultation, not done behind closed doors and shoving earmarks in the middle of the night into programs that we don't even -- sometimes we don't even know about until months later.",-1
6682,We're not -- we're not -- we're not rifle shots here.,-1
6683,"Frankly, I'm not going to tell that person without health insurance that, ""I'm sorry, you'll have to wait.""",-1
6684,"I'm going to tell you Americans we'll get to work right away and we'll get to work together, and we can get them all done, because that's what America has been doing.",-1
6685,"You know, a lot of you remember the tragedy of 9/11 and where you were on that day and, you know, how all of the country was ready to come together and make enormous changes to make us not only safer, but to make us a better country and a more unified country.",-1
6686,"And President Bush did some smart things at the outset, but one of the opportunities that was missed was, when he spoke to the American people, he said, ""Go out and shop.""",0
6687,"And so it's important to understand that the -- I think the American people are hungry for the kind of leadership that is going to tackle these problems not just in government, but outside of government.",-1
6688,"And let's take the example of energy, which we already spoke about.",-1
6689,There is going to be the need for each and every one of us to start thinking about how we use energy.,-1
6690,I believe in the need for increased oil production.,-1
6691,"We're going to have to explore new ways to get more oil, and that includes offshore drilling.",-1
6692,"It includes telling the oil companies, that currently have 68 million acres that they're not using, that either you use them or you lose them.",1
6693,"And one of the things I want to do is make sure that we're providing incentives so that you can buy a fuel efficient car that's made right here in the United States of America, not in Japan or South Korea, making sure that you are able to weatherize your home or make your business more fuel efficient.",-1
6694,And that's going to require effort from each and every one of us.,-1
6695,And the last point I just want to make.,-1
6696,"I think the young people of America are especially interested in how they can serve, and that's one of the reasons why I'm interested in doubling the Peace Corps, making sure that we are creating a volunteer corps all across this country that can be involved in their community, involved in military service, so that military families and our troops are not the only ones bearing the burden of renewing America.",-1
6697,That's something that all of us have to be involved with and that requires some leadership from Washington.,-1
6698,"Well, I think it starts with Washington.",-1
6699,"We've got to show that we've got good habits, because if we're running up trillion dollar debts that we're passing on to the next generation, then a lot of people are going to think, ""Well, you know what?",-1
6700,"There's easy money out there.""",-1
6701,"It means -- and I have to, again, repeat this.",-1
6702,"It means looking (ph) at the spending side, but also at the revenue side.",-1
6703,"I mean, Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18 billion of our budget.",1
6704,"And so part of the problem, I think, for a lot of people who are listening here tonight is they don't feel as if they are sharing the burden with other folks.",-1
6705,"I mean, you know, it's tough to ask a teacher who's making $30,000 or $35,000 a year to tighten her belt when people who are making much more than her are living pretty high on the hog.",-1
6706,"And that's why I think it's important for the president to set a tone that says all of us are going to contribute, all of us are going to make sacrifices, and it means that, yes, we may have to cut some spending, although I disagree with Senator McCain about an across-the- board freeze.",-1
6707,That's an example of an unfair burden sharing.,-1
6708,That's using a hatchet to cut the federal budget.,-1
6709,"I want to use a scalpel so that people who need help are getting help and those of us, like myself and Senator McCain, who don't need help, aren't getting it.",-1
6710,That's how we make sure that everybody is willing to make a few sacrifices.,-1
6711,"There has been five or six of them and if you wait long enough, there will probably be another one.",0
6712,But he wants to raise taxes.,1
6713,"My friends, the last president to raise taxes during tough economic times was Herbert Hoover, and he practiced protectionism as well, which I'm sure we'll get to at some point.",1
6714,"You know, last year up to this time, we've lost 700,000 jobs in America.",1
6715,"The only bright spot is that over 300,000 jobs have been created by small businesses.",1
6716,Senator Obama's secret that you don't know is that his tax increases will increase taxes on 50 percent of small business revenue.,1
6717,Small businesses across America will have to cut jobs and will have their taxes increase and won't be able to hire because of Senator Obama's tax policies.,-1
6718,"You know, he said some time ago, he said he would forgo his tax increases if the economy was bad.",1
6719,"So let's not raise anybody's taxes, my friends, and make it be very clear to you I am not in favor of tax cuts for the wealthy.",-1
6720,"I am in favor of leaving the tax rates alone and reducing the tax burden on middle-income Americans by doubling your tax exemption for every child from $3,500 to $7,000.",-1
6721,"To giving every American a $5,000 refundable tax credit and go out and get the health insurance you want rather than mandates and fines for small businesses, as Senator Obama's plan calls for.",1
6722,And let's create jobs and let's get our economy going again.,-1
6723,And let's not raise anybody's taxes.,-1
6724,"Tom, can I respond to this briefly?",-1
6725,"The tax issue, because I think it's very important.",-1
6726,"Well, Tom, we're going to have to take on entitlements and I think we've got to do it quickly.",-1
6727,"We're going to have a lot of work to do, so I can't guarantee that we're going to do it in the next two years, but I'd like to do in the my first term as president.",-1
6728,"But I think it's important to understand, we're not going to solve Social Security and Medicare unless we understand the rest of our tax policies.",-1
6729,"And you know, Senator McCain, I think the ""Straight Talk Express"" lost a wheel on that one.",-1
6730,"I want to provide a tax cut for 95 percent of Americans, 95 percent.",-1
6731,"If you make less than a quarter of a million dollars a year, you will not see a single dime of your taxes go up.",1
6732,"If you make $200,000 a year or less, your taxes will go down.",1
6733,"Now, Senator McCain talks about small businesses.",0
6734,So the vast majority of small businesses would get a tax cut under my plan.,1
6735,"And we provide a 50 percent tax credit so that they can buy health insurance for their workers, because there are an awful lot of small businesses that I meet across America that want to do right by their workers but they just can't afford it.",1
6736,"Some small business owners, a lot of them, can't even afford health insurance for themselves.",-1
6737,"He wants to give average Fortune 500 CEO an additional $700,000 in tax cuts.",1
6738,"Now, if we get our tax policies right so that they're good for the middle class, if we reverse the policies of the last eight years that got us into this fix in the first place and that Senator McCain supported, then we are going to be in a position to deal with Social Security and deal with Medicare, because we will have a health care plan that actually works for you, reduces spending and costs over the long term, and Social Security that is stable and solvent for all Americans and not just some.",-1
6739,"Hey, I'll answer the question.",-1
6740,"Look -- look, it's not that hard to fix Social Security, Tom.",-1
6741,Social Security is not that tough.,-1
6742,"We know what the problems are, my friends, and we know what the fixes are.",-1
6743,We've got to sit down together across the table.,-1
6744,"I saw it done with our -- our wonderful Ronald Reagan, a conservative from California, and the liberal Democrat Tip O'Neill from Massachusetts.",1
6745,"That's what we need more of, and that's what I've done in Washington.",-1
6746,"I'm not too popular sometimes with my own party, much less his.",-1
6747,"So Medicare, it's going to be a little tougher.",-1
6748,It's going to be a little tougher because we're talking about very complex and difficult issues.,-1
6749,"My friends, what we have to do with Medicare is have a commission, have the smartest people in America come together, come up with recommendations, and then, like the base-closing commission idea we had, then we should have Congress vote up or down.",-1
6750,Let's not let them fool with it anymore.,-1
6751,There's too much special interests and too many lobbyists working there.,-1
6752,"So let's have -- and let's have the American people say, ""Fix it for us.""",-1
6753,"Now, just back on this -- on this tax, you know, again, it's back to our first question here about rhetoric and record.",-1
6754,Senator Obama has voted 94 times to either increase your taxes or against tax cuts.,1
6755,You know he came to the Senate and never once proposed legislation to do that?,1
6756,So let's look at our record.,-1
6757,I have fought excess spending.,1
6758,I have fought to reform government.,1
6759,"Let's look at our records, my friends, and then listen to my vision for the future of America.",-1
6760,And we'll get our economy going again.,-1
6761,"Look, we are in tough economic times; we all know that.",-1
6762,And let's keep -- never forget the struggle that Americans are in today.,-1
6763,"But when we can -- when we have an issue that we may hand our children and our grandchildren a damaged planet, I have disagreed strongly with the Bush administration on this issue.",0
6764,"I traveled all over the world looking at the effects of greenhouse gas emissions, Joe Lieberman and I.",1
6765,"And I introduced the first legislation, and we forced votes on it.",0
6766,"That's the good news, my friends.",-1
6767,The bad news is we lost.,-1
6768,"But we kept the debate going, and we kept this issue to -- to posing to Americans the danger that climate change opposes.",0
6769,Senator Obama says that it has to be safe or disposable or something like that.,0
6770,"Look, I -- I was on Navy ships that had nuclear power plants.",0
6771,And -- and I know that we can reprocess the spent nuclear fuel.,-1
6772,"The Japanese, the British, the French do it.",1
6773,"And we can do it, too.",-1
6774,Senator Obama has opposed that.,1
6775,"We can move forward, and clean up our climate, and develop green technologies, and alternate -- alternative energies for -- for hybrid, for hydrogen, for battery-powered cars, so that we can clean up our environment and at the same time get our economy going by creating millions of jobs.",-1
6776,"We can do that, we as Americans, because we're the best innovators, we're the best producers, and 95 percent of the people who are our market live outside of the United States of America.",1
6777,This is one of the biggest challenges of our times.,-1
6778,"And it is absolutely critical that we understand this is not just a challenge, it's an opportunity, because if we create a new energy economy, we can create five million new jobs, easily, here in the United States.",-1
6779,It can be an engine that drives us into the future the same way the computer was the engine for economic growth over the last couple of decades.,-1
6780,"The same way the computer was originally invented by a bunch of government scientists who were trying to figure out, for defense purposes, how to communicate, we've got to understand that this is a national security issue, as well.",1
6781,"And that's why we've got to make some investments and I've called for investments in solar, wind, geothermal.",1
6782,"Contrary to what Senator McCain keeps on saying, I favor nuclear power as one component of our overall energy mix.",1
6783,But this is another example where I think it is important to look at the record.,-1
6784,Senator McCain and I actually agree on something.,0
6785,"He said a while back that the big problem with energy is that for 30 years, politicians in Washington haven't done anything.",1
6786,What Senator McCain doesn't mention is he's been there 26 of them.,0
6787,"So it's easy to talk about this stuff during a campaign, but it's important for us to understand that it requires a sustained effort from the next president.",-1
6788,One last point I want to make on energy.,-1
6789,"Senator McCain talks a lot about drilling, and that's important, but we have three percent of the world's oil reserves and we use 25 percent of the world's oil.",1
6790,So what that means is that we can't simply drill our way out of the problem.,-1
6791,And we're not going to be able to deal with the climate crisis if our only solution is to use more fossil fuels that create global warming.,-1
6792,"We're going to have to come up with alternatives, and that means that the United States government is working with the private sector to fund the kind of innovation that we can then export to countries like China that also need energy and are setting up one coal power plant a week.",1
6793,"Tom, wave like that and I'll look at you.",-1
6794,"I think once it gets into productive stages, that we ought to, obviously, turn it over to the private sector.",-1
6795,"It was an energy bill on the floor of the Senate loaded down with goodies, billions for the oil companies, and it was sponsored by Bush and Cheney.",1
6796,You know who voted for it?,-1
6797,You know who voted against it?,-1
6798,I have fought time after time against these pork barrel -- these bills that come to the floor and they have all kinds of goodies and all kinds of things in them for everybody and they buy off the votes.,-1
6799,"I vote against them, my friends.",-1
6800,"But the point is, also, on oil drilling, oil drilling offshore now is vital so that we can bridge the gap.",-1
6801,"We can bridge the gap between imported oil, which is a national security issue, as well as any other, and it will reduce the price of a barrel of oil, because when people know there's a greater supply, then the cost of that will go down.",-1
6802,"We've got to drill offshore, my friends, and we've got to do it now, and we can do it.",-1
6803,"And as far as nuclear power is concerned, again, look at the record.",-1
6804,Senator Obama has approved storage and reprocessing of spent nuclear fuel.,1
6805,"And I'll stop, Tom, and you didn't even wave.",0
6806,"Well, you know, as I travel around the country, this is one of the single most frequently asked issues that I get, is the issue of health care.",-1
6807,It is breaking family budgets.,-1
6808,I can't tell you how many people I meet who don't have health insurance.,-1
6809,And your co-payments and deductibles have gone up 30 percent just in the last year alone.,1
6810,"If you're a small business, it's a crushing burden.",-1
6811,So one of the things that I have said from the start of this campaign is that we have a moral commitment as well as an economic imperative to do something about the health care crisis that so many families are facing.,1
6812,So here's what I would do.,-1
6813,"If you've got health care already, and probably the majority of you do, then you can keep your plan if you are satisfied with it.",-1
6814,You can keep your choice of doctor.,-1
6815,"We're going to work with your employer to lower the cost of your premiums by up to $2,500 a year.",-1
6816,And we're going to do it by investing in prevention.,-1
6817,We're going to do it by making sure that we use information technology so that medical records are actually on computers instead of you filling forms out in triplicate when you go to the hospital.,-1
6818,That will reduce medical errors and reduce costs.,1
6819,"If you don't have health insurance, you're going to be able to buy the same kind of insurance that Senator McCain and I enjoy as federal employees.",1
6820,"Because there's a huge pool, we can drop the costs.",-1
6821,"And nobody will be excluded for pre-existing conditions, which is a huge problem.",-1
6822,"Now, Senator McCain has a different kind of approach.",0
6823,"He says that he's going to give you a $5,000 tax credit.",0
6824,What he doesn't tell you is that he is going to tax your employer-based health care benefits for the first time ever.,1
6825,"So what one hand giveth, the other hand taketh away.",-1
6826,He would also strip away the ability of states to provide some of the regulations on insurance companies to make sure you're not excluded for pre-existing conditions or your mammograms are covered or your maternity is covered.,-1
6827,And that is fundamentally the wrong way to go.,-1
6828,"In fact, just today business organizations like the United States Chamber of Commerce, which generally are pretty supportive of Republicans, said that this would lead to the unraveling of the employer-based health care system.",1
6829,"That, I don't think, is the kind of change that we need.",-1
6830,"We've got to have somebody who is fighting for patients and making sure that you get decent, affordable health care.",-1
6831,And that's something that I'm committed to doing as president.,-1
6832,You really identified one of the really major challenges that America faces.,-1
6833,"Co-payments go up, costs go up, skyrocketing costs, which make people less and less able to afford health insurance in America.",1
6834,"Let's put health records online, that will reduce medical errors, as they call them.",-1
6835,Let's have community health centers.,-1
6836,But what is at stake here in this health care issue is the fundamental difference between myself and Senator Obama.,-1
6837,"As you notice, he starts talking about government.",0
6838,"He starts saying, government will do this and government will do that, and then government will, and he'll impose mandates.",-1
6839,"If you're a small business person and you don't insure your employees, Senator Obama will fine you.",1
6840,"If you're a parent and you're struggling to get health insurance for your children, Senator Obama will fine you.",1
6841,"They can take it anywhere, across state lines.",-1
6842,Of course it's OK to go across state lines because in Arizona they may offer a better plan that suits you best than it does here in Tennessee.,-1
6843,"And if you do the math, those people who have employer-based health benefits, if you put the tax on it and you have what's left over and you add $5,000 that you're going to get as a refundable tax credit, do the math, 95 percent of the American people will have increased funds to go out and buy the insurance of their choice and to shop around and to get -- all of those people will be covered except for those who have these gold-plated Cadillac kinds of policies.",1
6844,"You know, like hair transplants, I might need one of those myself.",-1
6845,Every parent I know would acquire health insurance for their children if they could.,-1
6846,Obviously small business people want to give their employees health insurance.,-1
6847,Of course they all want to do that.,-1
6848,"We can do it by giving them, as a start, a $5,000 refundable tax credit to go around and get the health insurance policy of their choice.",-1
6849,"I think it's a responsibility, in this respect, in that we should have available and affordable health care to every American citizen, to every family member.",-1
6850,"And with the plan that -- that I have, that will do that.",-1
6851,But government mandates I -- I'm always a little nervous about.,-1
6852,But it is certainly my responsibility.,-1
6853,"It is certainly small-business people and others, and they understand that responsibility.",-1
6854,"But they certainly are a little nervous when Senator Obama says, if you don't get the health care policy that I think you should have, then you're going to get fined.",-1
6855,"And, by the way, Senator Obama has never mentioned how much that fine might be.",1
6856,Perhaps we might find that out tonight.,-1
6857,"Well, why don't -- why don't -- let's talk about this, Tom, because there was just a lot of stuff out there.",-1
6858,"Well, I think it should be a right for every American.",-1
6859,"In a country as wealthy as ours, for us to have people who are going bankrupt because they can't pay their medical bills -- for my mother to die of cancer at the age of 53 and have to spend the last months of her life in the hospital room arguing with insurance companies because they're saying that this may be a pre-existing condition and they don't have to pay her treatment, there's something fundamentally wrong about that.",0
6860,"And, Tom, I know that we're under time constraints, but Senator McCain through a lot of stuff out there.",-1
6861,"Number one, let me just repeat, if you've got a health care plan that you like, you can keep it.",1
6862,You'll still have choice of doctor.,1
6863,Small businesses are not going to have a mandate.,-1
6864,What we're going to give you is a 50 percent tax credit to help provide health care for those that you need.,-1
6865,"Now, it's true that I say that you are going to have to make sure that your child has health care, because children are relatively cheap to insure and we don't want them going to the emergency room for treatable illnesses like asthma.",-1
6866,"And when Senator McCain says that he wants to provide children health care, what he doesn't mention is he voted against the expansion of the Children's Health Insurance Program that is responsible for making sure that so many children who didn't have previously health insurance have it now.",1
6867,"Now, the final point I'll make on this whole issue of government intrusion and mandates -- it is absolutely true that I think it is important for government to crack down on insurance companies that are cheating their customers, that don't give you the fine print, so you end up thinking that you're paying for something and, when you finally get sick and you need it, you're not getting it.",-1
6868,"And the reason that it's a problem to go shopping state by state, you know what insurance companies will do?",-1
6869,"They will find a state -- maybe Arizona, maybe another state -- where there are no requirements for you to get cancer screenings, where there are no requirements for you to have to get pre-existing conditions, and they will all set up shop there.",1
6870,That's how in banking it works.,-1
6871,"Everybody goes to Delaware, because they've got very -- pretty loose laws when it comes to things like credit cards.",1
6872,"And in that situation, what happens is, is that the protections you have, the consumer protections that you need, you're not going to have available to you.",-1
6873,That is a fundamental difference that I have with Senator McCain.,-1
6874,He believes in deregulation in every circumstance.,1
6875,That's what we've been going through for the last eight years.,-1
6876,"It hasn't worked, and we need fundamental change.",-1
6877,I don't believe that -- did we hear the size of the fine?,-1
6878,"But having said that, America -- and we'll hear a lot of criticism.",-1
6879,"I've heard a lot of criticism about America, and our national security policy, and all that, and much of that criticism is justified.",-1
6880,"But the fact is, America is the greatest force for good in the history of the world.",-1
6881,"My friends, we have gone to all four corners of the Earth and shed American blood in defense, usually, of somebody else's freedom and our own.",0
6882,So we are peacemakers and we're peacekeepers.,-1
6883,"But the challenge is to know when the United States of American can beneficially effect the outcome of a crisis, when to go in and when not, when American military power is worth the expenditure of our most precious treasure.",-1
6884,"And that question can only be answered by someone with the knowledge and experience and the judgment, the judgment to know when our national security is not only at risk, but where the United States of America can make a difference in preventing genocide, in preventing the spread of terrorism, in doing the things that the United States has done, not always well, but we've done because we're a nation of good.",-1
6885,"And I am convinced that my record, going back to my opposition from sending the Marines to Lebanon, to supporting our efforts in Kosovo and Bosnia and the first Gulf War, and my judgment, I think, is something that I'm -- a record that I'm willing to stand on.",1
6886,Senator Obama was wrong about Iraq and the surge.,-1
6887,He was wrong about Russia when they committed aggression against Georgia.,-1
6888,"And in his short career, he does not understand our national security challenges.",-1
6889,"We don't have time for on-the-job training, my friends.",-1
6890,There are some things I don't understand.,-1
6891,"I don't understand how we ended up invading a country that had nothing to do with 9/11, while Osama Bin Laden and Al Qaeda are setting up base camps and safe havens to train terrorists to attack us.",1
6892,That was Senator McCain's judgment and it was the wrong judgment.,-1
6893,"When Senator McCain was cheerleading the president to go into Iraq, he suggested it was going to be quick and easy, we'd be greeted as liberators.",1
6894,"That was the wrong judgment, and it's been costly to us.",-1
